,대상자번호,업종코드,대상자코드
5701749,6001430076,46732,176
5703515,6000151739,14112,450
5708886,6000244018,64121,154
5714350,6000375929,41225,130
5718037,6001433026,46800,610
5730378,6000773792,46315,360
5735506,2450110805,46413,450
5743041,6000713720,26299,657
5754568,6001431140,47121,140
5756312,6001430536,46492,450
5758787,6000643049,20491,223
5758815,6001430100,45219,652
5767647,6000371907,22213,516
5771174,6001433188,28114,121
5780265,6000701537,14112,511
5780305,6001435632,46622,325
5785613,6000373499,27219,360
5785628,6001443600,17909,321
5785633,6001440589,47311,356
5787273,6001442542,17129,618
5788859,6001438579,22249,511
5788931,6000702741,28202,627
5790521,6000892937,46592,618
5792168,6001439594,46521,136
5792778,6001437533,46699,176
5794001,6001392072,26299,176
5794050,6001147498,47519,280
5794451,6000174985,58113,450
5794463,6001440633,25999,332
5795589,6001147498,46799,280
5795638,6001441535,46439,136
5797350,6001441566,46532,280
5800704,2450104450,47112,450
5805678,6000392399,46692,703
5806160,6001442523,62010,321
5806166,6001440096,24132,280
5807239,6001439045,42499,450
5807392,6000357215,28302,332
5807411,6001442539,24329,176
5810535,6001433245,26521,450
5832459,6001433245,27302,450
5840390,6000985128,46722,171
5841796,6001439150,45219,516
5843063,6001445377,18119,355
5844735,6000142566,46799,151
5846107,2450112064,46522,450
5847589,2450111276,47417,450
5848565,2151104396,46521,151
5855239,6001437036,46599,121
5861308,6000680575,33920,701
5869063,6001437526,23232,410
5870349,6001078431,46742,450
5871304,6000256101,25923,176
5881720,6000450942,46712,517
5894711,6001558711,45219,525
5895269,6001568128,46739,361
5897164,2255101044,24132,255
5898976,6000136320,46499,701
5899032,6001571689,46441,360
5899616,6001449570,86102,121
5899620,6001448112,46109,121
5899773,6001562154,19210,280
5900151,6001450063,46329,117
5900323,6000398772,16101,450
5900802,6000196698,46699,255
5900964,6000540938,46522,280
5900989,6001566214,46413,450
5901189,6001563613,46443,325
5901537,6000036665,46329,701
5901641,6000414225,20202,366
5901662,6000464874,46521,503
5901776,6000272996,20501,558
5902412,6001566177,26293,121
5902501,6000713241,13221,657
5902507,6000733314,30320,511
5902916,6001437526,46431,410
5902995,6000449223,25112,280
5903012,6001566216,47414,450
5905032,6001571690,46441,332
5905066,6001563132,46721,280
5905372,6000579193,26422,691
5906709,6001568164,46591,332
5907514,6001450040,46201,165
5908664,2280101535,25112,280
5910107,6001402686,46750,519
5910190,6000892923,22259,136
5910458,6001572761,45110,520
5911963,6001346422,26329,511
5912135,6001445230,45219,220
5913119,2361102416,46532,361
5914189,6001449567,46599,117
5914259,6000398772,23231,450
6033298,2450106614,47311,450
6038388,6000392694,22214,657
6038523,2450121761,47419,450
6041655,6000809244,22232,517
6043229,6000725357,46499,701
6043394,6001583109,45219,332
6043505,6001038467,46596,280
6044902,6001584702,46599,280
6048382,6001588111,46413,360
6049642,6001573132,30399,176
6051089,6001579168,25991,115
6051423,2366100351,22229,366
6052535,2361101206,29299,361
6061511,2140103318,46532,140
6116924,6001592663,71531,215
6118978,2180102273,10220,180
6120130,6000132294,30399,321
6120149,6001103905,46201,121
6120703,6000308074,24121,176
6122035,6000169432,47320,355
6124592,6001593843,47219,602
6125019,6000308857,46595,360
6126974,6001593842,46510,618
6128791,6001593172,46539,450
6129077,6000279383,13910,275
6129989,6001594159,46329,361
6132828,6000283674,46510,681
6134078,6001601694,46522,280
6135729,6001594680,46739,575
6137385,6001602143,46532,135
6144029,2353100117,31113,353
6145432,6001593811,76310,560
6152071,6000387404,42202,121
6152340,6000184426,47320,332
6154788,6001596177,46413,255
6156398,6001602161,13211,550
6160550,6001592663,71531,215
6161123,6000933629,46739,280
6161487,6001602197,26410,550
6161565,2630100092,16221,630
6162163,6000914374,45219,525
6162226,6001593843,47219,602
6162914,2165100008,95310,165
6163167,6001601697,46521,645
6163176,6001601694,46522,280
6163207,6001604824,46532,550
6163857,6000809244,22232,517
6163874,6001595155,62090,511
6164169,6000883888,46595,550
6164503,6000294123,46329,450
6164856,6001594680,46739,575
6164877,6001602143,46532,135
6164897,6000390484,45211,691
6165280,2280100715,46599,280
6166764,2525100214,13104,525
6166904,6000907159,46539,355
6166980,2180100715,10211,180
6168017,6001604846,46800,180
6168463,2450106057,46800,450
6168473,2355100378,33999,355
6168520,2550100786,33999,550
6168526,2625100004,49101,625
6168596,6000459472,47190,450
6168599,6000964218,33110,450
6168706,6001063025,10502,180
6168708,6001063396,46510,135
6169749,2511102857,13300,511
6170195,2511100171,33999,511
6170204,2275100703,25992,275
6170393,6000917386,31113,136
6170454,2503102298,20202,503
6170834,2651100568,95310,651
6171514,2355100195,47414,355
6172167,2450111276,47417,450
6172303,6001391188,45219,332
6172895,2220100221,33999,220
6173337,2135104783,30121,135
6174089,2503101226,13300,503
6175413,2450104886,46800,450
6179323,2328100049,46800,328
6179525,6000264772,47320,341
6179584,6001602161,13211,550
6179689,6000247844,46413,450
6180852,2511100917,46105,511
6180878,2355100297,47111,355
6180984,2140101450,46105,140
6181541,6000361345,45219,332
6182645,2450106677,46800,450
6183393,2657101069,13229,657
6183433,6000383122,46204,140
6184814,2450105638,46800,450
6185196,6000100676,46329,450
6186224,2450105566,46105,450
6186721,2136100094,33999,136
6186759,2136100952,33999,136
6186801,2450105736,46800,450
6187389,2136100561,33999,136
6187779,2450101280,46800,450
6188453,2580100131,95310,580
6188670,2121101388,33999,121
6188891,2450106614,47311,450
6188971,6000631939,45211,349
6190225,2450104331,46800,450
6190348,2530100084,33999,530
6193593,2121103205,46105,121
6193733,6001599626,8000,245
6193916,2180100273,46105,180
6193922,2140101264,46105,140
6194142,2450105126,33999,450
6194437,6001604210,49211,517
6194832,6001063931,13221,135
6196166,2255100503,24132,255
6196846,6001038467,46596,280
6197114,6001596177,46413,255
6197439,2511100688,22111,511
6198847,2350100463,20499,350
6202243,2136101436,33999,136
6202300,2525100284,46712,525
6202334,3100011144,41225,100
6202651,3100000433,41112,100
6202720,6000574480,24312,517
6202951,6000320245,29172,550
6204693,6001606639,46493,349
6206180,6000184426,47320,332
6206476,6000110699,46419,525
6206601,6001373309,26421,135
6206799,6000907269,32091,320
6208042,2511102580,46800,511
6209655,2355101144,46595,355
6210008,6000308857,46595,360
6210011,6000360413,26299,321
6214347,6001604208,30203,550
6216549,6000369837,46329,151
6220268,6000579144,28111,121
6220598,6000421333,46522,557
6222533,6000440215,30320,450
6224171,6001584702,46599,280
6224193,6001602699,46106,351
6224812,2360102576,13409,360
6224965,2450114468,46411,450
6225081,2135101033,24122,135
6225356,2325102232,13213,325
6225490,2355101141,46595,355
6250473,2550103123,46622,550
6257250,6000066110,46800,450
6257297,2175100533,14199,175
6257333,2355101653,95310,355
6257368,6000151828,45110,351
6257477,2530100407,47311,530
6258100,2450114386,45219,450
6258564,2323100018,46800,323
6258706,2120102857,46800,120
6258791,2180102642,46800,180
6258877,2511103362,46510,511
6258918,2275102817,46105,275
6259953,2180102282,10309,180
6260093,2450119686,46800,450
6260321,2560100410,46739,560
6261659,2120102416,46311,120
6262689,2135104582,33999,135
6264237,2327100589,95211,327
6264492,2136103242,46105,136
6265478,2450119218,46321,450
6265479,2450120438,46800,450
6265745,2361102152,46800,361
6265818,2511103222,33999,511
6265881,2367100119,13229,367
6267253,2361101861,46510,361
6268066,2511104375,47911,511
6268258,2121112215,33999,121
6269545,2525100559,45211,525
6269743,2511104115,46510,511
6269748,2121113167,33999,121
6269866,2644100083,14191,644
6270912,2360104176,33999,360
6271148,2121107564,33999,121
6271351,2321102328,14199,321
6271379,2511103454,26310,511
6271881,2355101728,45211,355
6272050,2130105573,47591,130
6272313,2657101119,96999,657
6272476,2517101171,46105,517
6272484,2223100920,33999,223
6272618,2275101090,46105,275
6272632,2516100985,46105,516
6272707,2361102079,46800,361
6273191,2275102329,46539,275
6273210,2121107622,33999,121
6273367,2121109113,33999,121
6273415,2136103513,46800,136
6273542,2450108757,46800,450
6273567,2353100296,46105,353
6273693,2361101430,46521,361
6273951,2307100052,84111,307
6274316,2280101623,46800,280
6274686,2180102941,46611,180
6274865,2130105844,46800,130
6275175,2511101446,26310,511
6275300,2351100878,46721,351
6275561,6000008622,72111,280
6275752,2701101764,46800,701
6276156,2360103762,64912,360
6276183,2339100052,47320,339
6276290,2361102293,46800,361
6276617,2511104406,46510,511
6276781,2450117438,46800,450
6276998,6000079673,25991,121
6277327,2511103954,47311,511
6277796,2560100606,45211,560
6277860,2121104278,26299,121
6277936,2510100157,46800,510
6278846,2130106658,46800,130
6279044,2333100284,47320,333
6279254,2130106868,46800,130
6279537,2511104091,46800,511
6279603,2511100349,47591,511
6279680,6000010130,46800,180
6279941,2275102824,46105,275
6280024,2136103478,46800,136
6280194,2450114223,46105,450
6280885,2120101717,46311,120
6280934,2511103457,46510,511
6281040,6000099679,46539,327
6281468,2562100148,46510,562
6281493,6000102713,46800,450
6281708,2361102259,46521,361
6282204,2550103029,46799,550
6282206,2361100860,95310,361
6282267,2511102428,47851,511
6282389,2618101172,46441,618
6282613,6000099185,47320,327
6282729,6000008125,70111,121
6282927,2511103702,47920,511
6283419,2361101900,46800,361
6283579,2275100522,46105,275
6283627,2361100813,46800,361
6284279,6000082730,46539,517
6284300,6000082699,61210,361
6284388,2636100233,46800,636
6284509,2450111103,46711,450
6284553,2355101711,46800,355
6284569,2450120345,46800,450
6284910,2517100409,30310,517
6285036,2361101945,47511,361
6285079,6000169376,33999,165
6285985,2136103455,47320,136
6287298,2176102260,20111,176
6287311,2130106853,46510,130
6287425,2121114206,46105,121
6287674,2450122130,26310,450
6287686,2180102905,46105,180
6287805,2325103828,28511,325
6287851,2450122622,46510,450
6287877,2450111275,46800,450
6289032,2367800021,68111,367
6289228,2275100933,46105,275
6289404,2135104999,96999,135
6289587,2176102985,46739,176
6289692,6000093772,47320,360
6290433,2511103254,26310,511
6290792,2637100231,46311,637
6290917,2353100252,26310,353
6291006,2140102173,46201,140
6291582,6000006108,46799,450
6291712,6000016108,45211,552
6291773,6000101235,47320,560
6292332,2180102660,46800,180
6292449,2450121294,46800,450
6292545,6000001610,46510,517
6293437,2511104033,46800,511
6293482,2517100735,22211,517
6294187,6000097207,46461,450
6294723,6000081210,71201,560
6295191,2121114346,33999,121
6321578,6000190234,46510,151
6322170,6000203240,46800,152
6322545,6000141752,30310,135
6322955,6000222567,46521,353
6323490,6000183239,42201,701
6326269,6000208657,46539,165
6327036,6000189322,46105,558
6327151,2550103259,46800,550
6327937,6000207992,28111,516
6331940,6000206810,46521,351
6332394,6000227704,14199,450
6333532,6000218993,28511,316
6336996,6000190751,33999,353
6337785,6000225938,46539,557
6338414,6000194223,47211,280
6338569,6000188237,13221,135
6338869,6000177249,46311,450
6339711,6000223804,13213,135
6342499,6000194230,47320,511
6342672,6000182215,46800,171
6346253,6000189852,49211,145
6346254,6000189858,46510,511
6346355,6000177672,46800,450
6350218,6000184409,46521,136
6350392,6000182599,47320,361
6350479,6000203939,46510,121
6350527,6000195947,46311,120
6350807,6000191728,20499,410
6350844,6000185321,26310,511
6351625,6000218941,46420,651
6353035,6000230417,13221,115
6353341,6000268012,47320,136
6354769,6000243757,47851,136
6356355,6000230458,46105,651
6358678,6000267674,13401,542
6358852,2560100735,22231,560
6359533,6000246846,47421,450
6360348,6000276153,46510,645
6361208,6000245025,46413,171
6361914,6000268080,25113,351
6361994,6000274619,14191,121
6362018,6000277704,46800,645
6362034,6000272493,46739,361
6362299,6000009650,46532,361
6362541,6000245112,22231,560
6362727,6000243750,26299,180
6362807,6000257670,30320,140
6362855,6000254172,20499,176
6363581,6000552067,46800,367
6363625,6000276013,20311,511
6363723,6000260101,46521,645
6363740,6000278683,46411,450
6364094,6000253045,46592,140
6364134,6000247368,30320,511
6364273,6000241848,14300,511
6364347,6000240427,34011,327
6365252,6000271615,46800,136
6365423,6000273621,47312,165
6365509,6000264141,28112,450
6366286,6000239471,20202,280
6366959,6000262181,46413,557
6367117,6000275521,45219,361
6367384,6000230994,29176,136
6367789,6000251937,46432,275
6367916,6000254578,22299,121
6367935,6000250933,13221,657
6367941,6000256671,46521,136
6368100,6000189686,30320,517
6368548,6000278114,46599,135
6368585,2176100438,31111,176
6368592,6000278618,46721,255
6368769,6000268206,22299,121
6368828,6000276183,29176,180
6368970,2511103883,47320,511
6369468,6000157890,45219,637
6369547,6000230952,46329,450
6370021,6000270247,46510,307
6370249,6000277089,22251,333
6370325,6000272996,20501,558
6370780,6000233249,46451,450
6370819,6000245678,10759,121
6371899,6000271072,46510,645
6371900,6000271073,46521,645
6371902,6000271075,46521,645
6371928,6000264690,29299,325
6372012,6000263615,22232,176
6372258,6000497860,14191,450
6372316,6000227500,27301,450
6372332,6000239470,46492,280
6372492,6000234725,46413,360
6372533,6000007185,20411,320
6373540,2450122423,47412,450
6373570,6000273095,25991,511
6373683,2255101101,41222,255
6373806,6000272920,46721,180
6373861,6000276703,46595,332
6374966,6000192399,46417,450
6375392,6000276623,46331,361
6375481,6000277757,41229,516
6375515,6000276244,46510,320
6375520,6000552066,7121,334
6375683,6000230422,46599,135
6376068,6000230937,50112,275
6376168,6000244463,14499,140
6376223,2550102986,14192,550
6376567,6000275992,52999,275
6376568,6000275995,23121,280
6376915,6000266706,24199,511
6376934,6000274594,45219,520
6377068,6000546002,45219,355
6377088,6000268758,46595,352
6377113,6000257722,29180,121
6377153,6000259506,46311,450
6377265,6000240405,47440,511
6377343,6000235128,46522,151
6377379,6000247506,22212,121
6378036,2121104264,28519,121
6378239,6000263801,47320,327
6378514,6000264267,46105,644
6378739,6000268678,45219,525
6378763,6000268963,46510,618
6379167,6000251389,35119,121
6379302,6000306147,46411,557
6379356,6000311463,52941,180
6379419,6000312941,70111,450
6379554,6000133210,45219,332
6379622,6000328234,46419,255
6379967,6000287707,46521,645
6379978,6000307550,46699,651
6380072,6000323328,46311,140
6380242,6000317305,45219,517
6380425,6000321895,46420,321
6380448,6000267686,47320,332
6380539,6000261406,46315,140
6380691,6000288617,47421,360
6380860,6000289533,46105,351
6381136,6000287180,46451,360
6381468,6000289191,41111,355
6381805,6000320524,28201,121
6381861,6000324110,75919,151
6381904,6000326234,46621,645
6381989,6000327608,45219,525
6382050,6000274658,27302,450
6382100,6000273010,46510,121
6382237,6000310849,22199,517
6382335,6000283772,72121,171
6382381,6000308373,46311,180
6382469,6000312609,46621,332
6382564,6000315278,96999,355
6382690,6000305494,74100,360
6382754,6000320312,46742,450
6382774,6000321662,46539,355
6383085,6000287803,13999,511
6383341,6000288455,84120,625
6383418,6000279271,42201,352
6383419,6000279273,42201,355
6383428,6000291780,46621,355
6383634,6000305498,42201,352
6383650,6000264124,46800,361
6383843,6000279420,46510,625
6383857,6000315547,46510,645
6383946,6000305515,46800,550
6384031,6000293305,46521,136
6384359,6000312894,46510,136
6384365,6000303944,29241,328
6384371,6000323009,46539,332
6384424,6000321925,46510,280
6384685,6000304659,46739,511
6384851,6000312663,46800,327
6384950,6000290615,24132,657
6384984,6000307184,46621,450
6384989,6000308074,24121,176
6385015,6000323145,35119,355
6385210,6000313071,46532,334
6385371,6000267977,24132,176
6385501,6000303742,46595,140
6385549,2355101503,20501,355
6385570,6000308279,46800,332
6385574,6000308926,46411,360
6386063,6000323802,34011,657
6386207,6000254543,22299,517
6386477,6000293441,10219,121
6386589,6000307008,46510,450
6386867,6000271821,45211,516
6386923,6000196941,46510,325
6387021,6000185505,49212,307
6387068,6000279248,47320,511
6387161,6000276722,22249,136
6387247,6000301081,46621,332
6387417,2317100491,46539,317
6387595,6000326763,46539,151
6387769,6000291478,46800,511
6387888,6000327160,42311,165
6388000,6000283844,25991,121
6388068,6000310416,46452,280
6388243,6000339302,45219,520
6388465,6000274945,29210,121
6388467,6000275083,47320,361
6388475,2275102268,33999,275
6388486,6000277706,46621,645
6388579,6000278610,46800,516
6388870,6000287615,10219,450
6389054,6000272443,46319,360
6389122,6000300517,32099,511
6389199,6000301218,14191,325
6389236,6000288330,46800,136
6389544,6000318855,27191,121
6389712,6000179854,46539,355
6389763,6000302701,29111,121
6389787,6000101185,25111,176
6389815,6000302846,46499,280
6389880,6000291479,45211,511
6389918,6000248340,28519,651
6389987,2550101116,45211,550
6390436,6000334309,46722,361
6390558,6000301636,46799,356
6390777,6000300341,46539,327
6391050,6000180327,26121,135
6391211,6000287170,10620,450
6391431,6000299510,72921,320
6391453,2360103920,47320,360
6391482,6000326636,13300,511
6391498,6000326142,50112,339
6391509,6000271278,47320,327
6391515,2361101416,45219,361
6391595,6000268882,46595,121
6391627,6000264272,45211,544
6391863,6000222051,22251,525
6391995,6000290874,46800,450
6392198,6000304890,22111,140
6392204,6000308649,47851,450
6392265,6000319704,46319,618
6392342,6000287134,47631,450
6392369,2275101518,46510,275
6392576,6000239285,46510,520
6392864,6000320627,47421,360
6392901,6000298104,46463,450
6393127,6000260345,46611,353
6393130,6000260913,29119,220
6393157,2560100690,47320,560
6393395,2367100055,11209,367
6393434,6000553902,28111,550
6393480,6000297626,28422,223
6393778,6000295596,22299,560
6393840,6000291779,42201,355
6394085,6000324219,46739,681
6394090,6000119760,33999,651
6394286,6000319139,45219,332
6394348,6000300691,46800,280
6394390,6000296690,41221,327
6394396,6000279228,46510,223
6394408,6000289199,46799,360
6394622,6000272132,46611,517
6394664,6000271369,46595,332
6394763,6000267688,42201,355
6394983,6000320550,46521,352
6395455,6000323401,42411,355
6395702,6000326716,35119,355
6395827,6000321508,46539,171
6395875,6000308856,70129,360
6396088,6000326508,46202,503
6396421,6000308981,47421,332
6396501,2180101824,46521,180
6396544,6000319160,29119,321
6396587,6000279418,46510,630
6396696,6000283836,46539,355
6396777,6000098690,29210,332
6397031,6000319960,46521,602
6397103,6000320005,26299,325
6397106,6000291788,29224,360
6397125,6000283105,95310,657
6397174,6000327125,22111,325
6397280,6000326237,63111,645
6397559,6000328913,52101,121
6397625,6000321599,72121,355
6397630,6000322100,46105,230
6397885,6000262465,46510,323
6397990,6000281808,14112,450
6398034,6000317280,47312,136
6398096,6000296689,47320,327
6398268,6000307508,45219,525
6398384,6000287997,34019,151
6398441,6000289511,46699,333
6398450,6000302157,28202,450
6398502,6000291058,26410,361
6398519,6000307131,46311,321
6398522,6000308469,25112,255
6398659,6000283603,25929,353
6398798,6000311530,46201,136
6398877,6000320402,46595,121
6398922,6000292171,22251,333
6398929,6000324319,41111,327
6399227,6000326978,50111,176
6399298,6000323585,46539,516
6399389,6000319665,46521,341
6399884,6000316705,46800,511
6399941,6000308883,46539,327
6399947,6000323239,46739,121
6400085,6000299590,33999,135
6400127,6000313241,31111,511
6400129,6000314793,46105,121
6400164,6000324511,14199,620
6400805,6000307807,22251,511
6400806,6000308980,47430,360
6400875,6000277147,47320,352
6400890,6000295105,26299,121
6401018,6000243631,46323,701
6401226,6000023642,46521,361
6401255,6000285117,13212,332
6401470,6000307280,46739,692
6401640,6000083725,22251,701
6401655,6000060119,46721,511
6401765,6000322047,46721,550
6401786,6000283790,46800,450
6402680,6000274275,46411,450
6402696,6000260397,22232,511
6402698,6000272614,46732,560
6402789,6000291178,47215,140
6402813,6000285588,46510,176
6402829,6000285590,6200,275
6402987,6000322366,46621,542
6402994,6000282587,47320,352
6403022,6000308451,20202,511
6403203,6000286105,46510,135
6403255,6000300452,47320,511
6403260,6000324287,46539,355
6403293,2121108949,29199,121
6403381,6000322993,46521,136
6403881,6000312602,46611,327
6404186,6000307808,45219,560
6404226,2560100765,45219,560
6404374,6000291014,25111,355
6404379,6000293625,47320,511
6404545,6000315453,45219,366
6404725,6000133216,45219,332
6404863,6000149294,45110,316
6405437,6000145976,46521,316
6405512,6000168784,75999,340
6405688,6000174985,58113,450
6405851,6000153298,33309,701
6406034,6000150669,46699,285
6407505,6000541901,46721,180
6407645,6000152866,46595,355
6407705,6000157807,13229,332
6407716,6000154317,46721,140
6407800,6000152617,46592,130
6407823,6000155855,46411,450
6407826,6000155888,46800,140
6408029,6000141300,25941,511
6408106,6000149042,46329,140
6409209,6000169062,46510,311
6409261,6000151171,33999,450
6409487,6000155500,13229,135
6409896,6000107900,46329,154
6410621,6000100287,47919,450
6411124,6000157040,45219,351
6411135,6000151153,33999,121
6412259,6000136320,46499,701
6412645,6000141741,30320,410
6412751,6000162805,29199,550
6412910,6000154397,16229,321
6413104,6000164347,46539,121
6413374,6000179115,22299,450
6413635,6000133224,76310,657
6413799,6000141876,33999,135
6414304,6000136102,46521,645
6414358,6000539460,46329,140
6414575,6000158868,13300,332
6415056,6000159804,42201,450
6415283,6000168946,56111,450
6415575,6000131686,46492,361
6416071,6000148666,45219,580
6416915,6000172545,46329,333
6417073,6000151739,14112,450
6417115,6000112745,24290,165
6417260,6000146679,45219,355
6417400,6000120674,46800,176
6417435,6000132294,30399,321
6417637,6000141875,33999,135
6417687,6000111746,46739,140
6417729,6000150341,1110,181
6417768,6000119298,31111,176
6417803,6000144753,24311,511
6418049,6000154821,46532,332
6418062,6000172526,14199,121
6418277,6000169432,47320,355
6418546,6000176251,11209,333
6418697,6000157256,15190,121
6418722,6000164797,47520,130
6418787,6000156461,30399,355
6419370,6000140842,45110,176
6419823,6000165211,38311,410
6419826,6000148387,22211,560
6420292,6000155551,22251,136
6420370,6000159759,46521,355
6420529,6000152519,45219,275
6420530,6000152525,46510,230
6421053,6000142519,25944,120
6421758,6000149275,46329,140
6421951,6001008210,46441,275
6422799,6000148755,45110,645
6423388,6000141863,46621,355
6423901,6000150988,46800,450
6426015,6000157180,47811,275
6428770,6000112271,46721,450
6429828,6000160671,46800,121
6431677,6000164737,20111,175
6433407,6000172722,45211,580
6433829,6000156128,46105,176
6433923,6000168393,46461,140
6434157,6000150370,45211,530
6434165,6000150714,46800,120
6434231,6000146907,46800,355
6441586,6000195551,22211,121
6444906,6000359153,46800,410
6448570,2319100117,29119,319
6450030,6000362395,25119,351
6454646,6000369837,46329,151
6460044,6000036628,46800,280
6509197,6000320079,3112,512
6510691,6000293615,47320,151
6511018,6000291032,47320,327
6514191,6000287090,41111,355
6526593,6000345691,42411,355
6609211,6000579144,28111,121
6713427,6000459472,47190,450
6908345,6001604846,46800,180
6911164,6001604208,30203,550
6913208,6001604210,49211,517
6913405,6001602699,46106,351
6915046,6001601697,46521,645
6915068,6001599626,8000,245
6921024,6001604824,46532,550
6924426,6001595155,62090,511
6925861,6001602197,26410,550
6925960,6001606639,46493,349
7047138,2450104296,46800,450
7047441,2450113255,58221,450
7050761,2519100003,25119,519
7050832,2450113099,47919,450
7052053,2332101297,22299,332
7052578,2450113079,46329,450
7054345,2450109569,14120,450
7055922,2450105523,46742,450
7056605,2450109315,26429,450
7057466,2410100941,46510,410
7059227,2332101389,14111,332
7060016,2525100167,13213,525
7060127,2701100981,45219,701
7060553,2450106816,46800,450
7060584,2140102557,46329,140
7060597,2140101357,46105,140
7060955,2450100605,50111,450
7061742,2130102467,46595,130
7062777,2140101984,46800,140
7063052,2450113786,46800,450
7064335,2527100084,45219,527
7065314,2135101194,46533,135
7067170,2450105427,46105,450
7068234,2511102941,24132,511
7068967,2165100763,10309,165
7072839,2701101445,58122,701
7073426,2410101611,27302,410
7073915,2135101135,33999,135
7074357,2140102471,46201,140
7074795,2701102023,47513,701
7074818,2255101552,6200,255
7075296,2135102790,14300,135
7075467,2135104213,14192,135
7075619,2325104200,31111,325
7075621,2325104201,46799,325
7075623,2325104202,46799,325
7075668,2325103861,29119,325
7075722,2325103844,33999,325
7075869,2220100531,33999,220
7075889,2321102053,64201,321
7075937,2520100229,45219,520
7075997,2130106498,46800,130
7076008,2351101006,46621,351
7076154,2140103501,46321,140
7076269,2154100200,46592,154
7076356,2511104140,46532,511
7076500,2121104988,30121,121
7076509,2325101867,45219,325
7076519,2121110249,26299,121
7076529,2176102935,10712,176
7076776,2450119452,25991,450
7076918,2325103622,28909,325
7076955,2275102369,14300,275
7077009,2140106115,46800,140
7077054,2136103150,13229,136
7077146,2361102207,46521,361
7077153,2332101152,46800,332
7077186,2275102198,29241,275
7077248,2321102054,13401,321
7077256,2730100003,46532,730
7077297,2550103083,46441,550
7077333,2230100269,34019,230
7077360,2580100317,22232,580
7077499,2361101951,46599,361
7077519,2703100527,46329,703
7077548,2511103664,26310,511
7077563,6000069632,46539,518
7077783,2325103102,13229,325
7077787,2325102991,20493,325
7077812,2511103760,45219,511
7097107,6000152701,33999,136
7097135,6000035102,45211,151
7097170,6000173726,46521,618
7097769,6000151165,46451,450
7100370,6000146104,22211,638
7101855,6000132279,46420,332
7101872,6000147078,46800,511
7102008,6000113240,46800,450
7102746,6000167937,46510,517
7103255,6000116722,46800,450
7103784,6000142572,64999,140
7104318,6000175073,46411,511
7105276,6000134330,13213,355
7105306,6000136036,33110,321
7106142,6000174210,46800,235
7106150,6000162908,46521,351
7107109,6000132688,46105,275
7107520,6000144882,46711,361
7107655,6000146611,46510,135
7108105,6000172448,13213,367
7109978,6000171256,47631,450
7111917,6000156115,60100,331
7113784,6000150038,46539,321
7113995,6000173200,46800,307
7116280,6000168334,46105,121
7117440,6000157065,46491,220
7121825,6000136319,46510,701
7122056,6000146031,46105,516
7122960,6000155738,33999,160
7123973,6000130899,46510,355
7180384,6000230346,46491,450
7183340,6000227484,13213,511
7184566,6000239428,66199,154
7185737,6000275571,14199,135
7186569,6000232776,46105,680
7186946,6000239670,24191,560
7187135,6000231789,25111,333
7187401,2450113704,46800,450
7191588,6000248416,25991,450
7193584,6000240430,41210,355
7195587,6000264619,46800,180
7197064,6000246336,41111,328
7209011,6000316770,6200,121
7209021,6000307585,56199,135
7209048,6000325109,46595,450
7209217,6000342082,47519,140
7209614,6000286686,23324,450
7209740,6000274755,96999,176
7209798,6000298586,41111,355
7210788,6000288639,22232,511
7211654,6000310255,29176,210
7211697,6000319385,18111,140
7211739,6000290670,46539,327
7211820,6000326803,46451,332
7211985,6000324196,26410,121
7211988,6000293440,28121,121
7212080,6000316777,24122,351
7213133,6000319670,46521,361
7213186,6000320068,28111,332
7213558,6000083690,41221,176
7213563,6000309885,45219,520
7213636,6000307197,46521,627
7214009,6000328884,46799,450
7214629,6000357215,28302,332
7214755,6000327613,46595,136
7214841,6000319829,34011,602
7214842,6000319831,46621,602
7214850,6000323271,28422,450
7215212,6000307233,47320,176
7215334,6000325065,46800,220
7215688,6000325864,47416,140
7215914,6000303873,10211,450
7216619,6000326777,46595,355
7216775,6000308774,46621,332
7216776,6000308775,47511,332
7216936,6000323582,46522,681
7217126,6000295942,46510,151
7217229,6000310269,46522,136
7217391,6000317417,22299,511
7217807,2176102363,47320,176
7217979,6000358055,30399,349
7218228,6000327919,47320,645
7218239,6000326250,46800,318
7218274,6000326206,46521,645
7218433,6000309151,31311,121
7218818,6000291827,46599,275
7219097,6000317633,11209,361
7219122,2560100612,18119,560
7219211,6000283735,46521,450
7219224,6000322400,73909,320
7219251,6000283674,46510,681
7219403,6000300227,20201,517
7219424,6000290812,25112,275
7219936,6000317762,75330,450
7220144,6000291237,46510,645
7220283,6000306589,46621,355
7220322,6000291093,28111,121
7220350,6000323974,52929,171
7220518,6000283787,28201,325
7220537,6000319492,52999,511
7221454,6000362276,46315,140
7221638,6000303913,96999,135
7221690,6000289445,30399,135
7221700,6000308882,47421,360
7221909,6000323144,33999,327
7222569,6000279224,32011,255
7222571,6000279242,45219,525
7222585,6000283597,20499,135
7222629,6000287839,47111,332
7222655,6000279383,13910,275
7222726,6000283086,41112,165
7223502,6000312317,46595,136
7223637,6000303785,46499,352
7223687,6000314707,46531,181
7223706,6000304741,26310,121
7224123,6000292173,46739,361
7224143,6000294086,22231,525
7224479,6000357824,20119,503
7224967,6000305497,42411,355
7225161,6000275741,96999,450
7225361,6000292211,47320,645
7225397,6000318463,72121,136
7225625,6000307564,25111,180
7226041,6000283331,72129,136
7226540,6000357328,28302,355
7226580,6000366809,10801,327
